time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20171229:1911,0.0,0.0,0.0,0.0,0.0,1.03,1.52,0.0
20171229:2011,0.0,0.0,0.0,0.0,0.0,0.93,1.52,0.0
20171229:2111,0.0,0.0,0.0,0.0,0.0,0.99,1.38,0.0
20171229:2211,0.0,0.0,0.0,0.0,0.0,1.27,1.38,0.0
20171229:2311,0.0,0.0,0.0,0.0,0.0,1.89,2.0,0.0
20171230:0011,0.0,0.0,0.0,0.0,0.0,2.68,2.9,0.0
20171230:0111,0.0,0.0,0.0,0.0,0.0,2.9,3.1,0.0
20171230:0211,0.0,0.0,0.0,0.0,0.0,2.9,3.1,0.0
20171230:0311,0.0,0.0,0.0,0.0,0.0,2.85,3.1,0.0
20171230:0411,0.0,0.0,0.0,0.0,0.0,2.72,3.03,0.0
20171230:0511,0.0,0.0,0.0,0.0,0.0,2.37,2.83,0.0
20171230:0611,0.0,0.0,0.0,0.0,0.0,2.17,2.76,0.0
20171230:0711,0.0,0.0,0.0,0.0,0.0,1.94,2.97,0.0
20171230:0811,0.0,0.0,0.0,0.0,0.0,1.87,3.31,0.0
20171230:0911,0.0,0.0,0.0,0.0,0.0,1.81,3.1,0.0
20171230:1011,5.12,0.0,14.86,0.43,6.69,1.78,2.83,0.0
20171230:1111,136.93,80.44,83.38,2.26,9.78,1.86,2.97,0.0
20171230:1211,105.76,50.18,80.41,2.26,10.92,2.2,3.45,0.0
20171230:1311,11.17,0.0,23.59,0.68,10.02,2.28,3.66,0.0
20171230:1411,5.09,0.0,14.86,0.43,7.14,2.63,4.41,0.0
20171230:1511,0.0,0.0,1.75,0.05,2.53,4.02,5.93,0.0
20171230:1611,0.0,0.0,0.0,0.0,0.0,4.84,7.38,0.0
20171230:1711,0.0,0.0,0.0,0.0,0.0,4.86,7.38,0.0
20171230:1811,0.0,0.0,0.0,0.0,0.0,4.48,6.76,0.0
20171230:1911,0.0,0.0,0.0,0.0,0.0,4.54,6.14,0.0
20171230:2011,0.0,0.0,0.0,0.0,0.0,4.42,5.45,0.0
20171230:2111,0.0,0.0,0.0,0.0,0.0,4.44,5.1,0.0
20171230:2211,0.0,0.0,0.0,0.0,0.0,4.42,4.76,0.0
20171230:2311,0.0,0.0,0.0,0.0,0.0,4.5,4.62,0.0
20171231:0011,0.0,0.0,0.0,0.0,0.0,4.46,3.72,0.0
20171231:0111,0.0,0.0,0.0,0.0,0.0,4.4,2.9,0.0
20171231:0211,0.0,0.0,0.0,0.0,0.0,4.18,3.86,0.0
20171231:0311,0.0,0.0,0.0,0.0,0.0,3.99,5.45,0.0
20171231:0411,0.0,0.0,0.0,0.0,0.0,3.68,5.86,0.0
20171231:0511,0.0,0.0,0.0,0.0,0.0,4.17,5.45,0.0
20171231:0611,0.0,0.0,0.0,0.0,0.0,5.58,6.14,0.0
20171231:0711,0.0,0.0,0.0,0.0,0.0,5.49,7.72,0.0
20171231:0811,0.0,0.0,0.0,0.0,0.0,4.79,8.55,0.0
20171231:0911,0.0,0.0,0.0,0.0,0.0,4.62,9.52,0.0
20171231:1011,51.65,28.49,44.1,1.2,6.72,5.15,10.76,0.0
20171231:1111,2.41,0.0,10.49,0.3,9.83,5.35,11.03,0.0
20171231:1211,329.27,245.44,124.21,3.39,10.99,5.66,10.83,0.0
20171231:1311,208.13,139.78,101.24,2.68,10.1,5.82,9.93,0.0
20171231:1411,7.89,0.0,19.22,0.55,7.24,5.64,8.62,0.0
20171231:1511,11.17,11.79,12.24,0.35,2.63,5.37,7.38,0.0
20171231:1611,0.0,0.0,0.0,0.0,0.0,4.92,6.55,0.0
20171231:1711,0.0,0.0,0.0,0.0,0.0,4.48,5.72,0.0
20171231:1811,0.0,0.0,0.0,0.0,0.0,4.11,5.17,0.0
20171231:1911,0.0,0.0,0.0,0.0,0.0,4.05,5.31,0.0
20171231:2011,0.0,0.0,0.0,0.0,0.0,3.85,5.17,0.0
20171231:2111,0.0,0.0,0.0,0.0,0.0,3.57,5.38,0.0
20171231:2211,0.0,0.0,0.0,0.0,0.0,3.75,6.14,0.0
20171231:2311,0.0,0.0,0.0,0.0,0.0,3.84,6.48,0.0
20180101:0011,0.0,0.0,0.0,0.0,0.0,3.98,6.55,0.0
20180101:0111,0.0,0.0,0.0,0.0,0.0,3.74,5.59,0.0
20180101:0211,0.0,0.0,0.0,0.0,0.0,3.71,5.03,0.0
20180101:0311,0.0,0.0,0.0,0.0,0.0,3.67,4.76,0.0
20180101:0411,0.0,0.0,0.0,0.0,0.0,3.69,4.69,0.0
20180101:0511,0.0,0.0,0.0,0.0,0.0,3.53,4.76,0.0
20180101:0611,0.0,0.0,0.0,0.0,0.0,3.42,4.83,0.0
20180101:0711,0.0,0.0,0.0,0.0,0.0,3.32,5.1,0.0
20180101:0811,0.0,0.0,0.0,0.0,0.0,3.6,4.97,0.0
20180101:0911,0.0,0.0,0.0,0.0,0.0,3.74,4.62,0.0
20180101:1011,208.29,163.87,78.18,1.86,6.78,3.94,4.55,0.0
20180101:1111,497.76,454.85,107.46,3.69,9.91,4.29,4.28,0.0
20180101:1211,143.24,78.47,93.68,2.58,11.08,4.72,4.07,0.0
20180101:1311,68.4,25.97,65.37,1.86,10.21,5.07,3.59,0.0
20180101:1411,38.67,15.96,41.83,1.18,7.37,4.94,3.59,0.0
20180101:1511,94.44,101.21,20.38,0.58,2.77,4.5,3.03,0.0
20180101:1611,0.0,0.0,0.0,0.0,0.0,3.98,3.03,0.0
20180101:1711,0.0,0.0,0.0,0.0,0.0,3.48,3.66,0.0
20180101:1811,0.0,0.0,0.0,0.0,0.0,3.01,4.0,0.0
20180101:1911,0.0,0.0,0.0,0.0,0.0,2.37,4.41,0.0
20180101:2011,0.0,0.0,0.0,0.0,0.0,2.49,4.62,0.0
20180101:2111,0.0,0.0,0.0,0.0,0.0,2.73,4.76,0.0
20180101:2211,0.0,0.0,0.0,0.0,0.0,2.83,4.83,0.0
20180101:2311,0.0,0.0,0.0,0.0,0.0,2.68,4.97,0.0
20180102:0011,0.0,0.0,0.0,0.0,0.0,2.57,4.83,0.0
20180102:0111,0.0,0.0,0.0,0.0,0.0,2.52,4.69,0.0
20180102:0211,0.0,0.0,0.0,0.0,0.0,2.49,4.28,0.0
20180102:0311,0.0,0.0,0.0,0.0,0.0,2.32,3.72,0.0
20180102:0411,0.0,0.0,0.0,0.0,0.0,2.18,3.1,0.0
20180102:0511,0.0,0.0,0.0,0.0,0.0,2.13,3.24,0.0
20180102:0611,0.0,0.0,0.0,0.0,0.0,2.31,3.31,0.0
20180102:0711,0.0,0.0,0.0,0.0,0.0,2.04,3.1,0.0
20180102:0811,0.0,0.0,0.0,0.0,0.0,2.11,2.9,0.0
20180102:0911,0.0,0.0,0.0,0.0,0.0,2.4,3.17,0.0
20180102:1011,9.88,0.0,21.85,0.63,6.83,2.57,3.86,0.0
20180102:1111,24.23,0.0,40.2,1.15,9.97,2.3,4.34,0.0
20180102:1211,68.15,20.52,69.3,1.98,11.17,1.89,5.1,0.0
20180102:1311,242.45,167.51,107.3,2.86,10.31,2.14,5.66,0.0
20180102:1411,53.5,26.27,47.92,1.33,7.48,3.28,5.66,0.0
20180102:1511,71.2,75.75,19.63,0.55,2.89,4.24,5.1,0.0
20180102:1611,0.0,0.0,0.0,0.0,0.0,4.43,5.1,0.0
20180102:1711,0.0,0.0,0.0,0.0,0.0,4.28,4.76,0.0
20180102:1811,0.0,0.0,0.0,0.0,0.0,4.4,4.55,0.0
20180102:1911,0.0,0.0,0.0,0.0,0.0,4.47,3.72,0.0
20180102:2011,0.0,0.0,0.0,0.0,0.0,4.52,3.52,0.0
20180102:2111,0.0,0.0,0.0,0.0,0.0,4.35,3.59,0.0
20180102:2211,0.0,0.0,0.0,0.0,0.0,3.81,4.97,0.0
20180102:2311,0.0,0.0,0.0,0.0,0.0,3.11,6.34,0.0
20180103:0011,0.0,0.0,0.0,0.0,0.0,2.64,3.66,0.0
20180103:0111,0.0,0.0,0.0,0.0,0.0,2.38,2.62,0.0
20180103:0211,0.0,0.0,0.0,0.0,0.0,1.7,4.83,0.0
20180103:0311,0.0,0.0,0.0,0.0,0.0,1.48,5.03,0.0
20180103:0411,0.0,0.0,0.0,0.0,0.0,1.56,5.52,0.0
20180103:0511,0.0,0.0,0.0,0.0,0.0,2.05,5.45,0.0
20180103:0611,0.0,0.0,0.0,0.0,0.0,2.27,5.1,0.0
20180103:0711,0.0,0.0,0.0,0.0,0.0,2.62,5.17,0.0
20180103:0811,0.0,0.0,0.0,0.0,0.0,3.08,5.17,0.0
20180103:0911,0.0,0.0,0.0,0.0,0.0,3.71,4.83,0.0
20180103:1011,14.3,0.0,27.96,0.8,6.89,4.35,4.62,0.0
20180103:1111,161.31,100.24,91.27,2.46,10.05,4.91,4.97,0.0
20180103:1211,3.4,0.0,12.23,0.35,11.26,5.53,5.66,0.0
20180103:1311,490.75,442.98,111.25,3.81,10.42,5.86,5.72,0.0
20180103:1411,71.26,41.5,53.35,1.45,7.6,5.96,5.79,0.0
20180103:1511,19.96,20.82,14.9,0.43,3.02,5.79,5.17,0.0
20180103:1611,0.0,0.0,0.0,0.0,0.0,5.51,4.34,0.0
20180103:1711,0.0,0.0,0.0,0.0,0.0,5.17,4.28,0.0
20180103:1811,0.0,0.0,0.0,0.0,0.0,5.08,4.55,0.0
20180103:1911,0.0,0.0,0.0,0.0,0.0,5.03,4.62,0.0
20180103:2011,0.0,0.0,0.0,0.0,0.0,5.0,4.62,0.0
20180103:2111,0.0,0.0,0.0,0.0,0.0,4.85,4.41,0.0
20180103:2211,0.0,0.0,0.0,0.0,0.0,4.73,4.14,0.0
20180103:2311,0.0,0.0,0.0,0.0,0.0,4.57,4.0,0.0
20180104:0011,0.0,0.0,0.0,0.0,0.0,4.53,3.66,0.0
20180104:0111,0.0,0.0,0.0,0.0,0.0,4.27,2.9,0.0
20180104:0211,0.0,0.0,0.0,0.0,0.0,3.77,2.21,0.0
20180104:0311,0.0,0.0,0.0,0.0,0.0,3.37,2.07,0.0
20180104:0411,0.0,0.0,0.0,0.0,0.0,3.23,1.79,0.0
20180104:0511,0.0,0.0,0.0,0.0,0.0,2.88,1.03,0.0
20180104:0611,0.0,0.0,0.0,0.0,0.0,3.02,0.48,0.0
20180104:0711,0.0,0.0,0.0,0.0,0.0,2.24,1.52,0.0
20180104:0811,0.0,0.0,0.0,0.0,0.0,2.71,1.86,0.0
20180104:0911,0.0,0.0,0.0,0.0,0.0,2.99,2.21,0.0
20180104:1011,11.1,0.0,23.59,0.68,6.96,3.38,2.34,0.0
20180104:1111,25.44,0.0,41.95,1.2,10.13,4.0,2.9,0.0
20180104:1211,9.78,0.0,21.85,0.63,11.36,4.31,2.76,0.0
20180104:1311,24.66,0.0,41.07,1.18,10.53,4.43,2.62,0.0
20180104:1411,4.49,0.0,13.98,0.4,7.72,4.37,2.28,0.0
20180104:1511,0.28,0.0,6.12,0.18,3.15,4.29,2.28,0.0
20180104:1611,0.0,0.0,0.0,0.0,0.0,4.07,2.21,0.0
20180104:1711,0.0,0.0,0.0,0.0,0.0,3.91,2.21,0.0
20180104:1811,0.0,0.0,0.0,0.0,0.0,3.81,2.0,0.0
20180104:1911,0.0,0.0,0.0,0.0,0.0,3.79,1.79,0.0
20180104:2011,0.0,0.0,0.0,0.0,0.0,3.71,1.31,0.0
20180104:2111,0.0,0.0,0.0,0.0,0.0,3.61,0.97,0.0
20180104:2211,0.0,0.0,0.0,0.0,0.0,3.48,0.97,0.0
20180104:2311,0.0,0.0,0.0,0.0,0.0,3.3,0.83,0.0
20180105:0011,0.0,0.0,0.0,0.0,0.0,3.05,0.62,0.0
20180105:0111,0.0,0.0,0.0,0.0,0.0,2.83,0.41,0.0
20180105:0211,0.0,0.0,0.0,0.0,0.0,2.54,0.48,0.0
20180105:0311,0.0,0.0,0.0,0.0,0.0,2.28,0.62,0.0
20180105:0411,0.0,0.0,0.0,0.0,0.0,2.17,0.48,0.0
20180105:0511,0.0,0.0,0.0,0.0,0.0,2.1,0.48,0.0
20180105:0611,0.0,0.0,0.0,0.0,0.0,2.0,0.69,0.0
20180105:0711,0.0,0.0,0.0,0.0,0.0,2.13,1.03,0.0
20180105:0811,0.0,0.0,0.0,0.0,0.0,2.19,1.24,0.0
20180105:0911,0.0,0.0,0.0,0.0,0.0,2.21,1.17,0.0
20180105:1011,294.43,250.71,87.7,2.18,7.03,2.57,1.1,0.0
20180105:1111,312.28,240.32,115.8,3.14,10.23,2.81,1.59,0.0
20180105:1211,123.0,60.2,89.41,2.51,11.47,2.71,2.21,0.0
20180105:1311,37.25,4.18,51.46,1.48,10.65,2.57,2.28,0.0
20180105:1411,1.98,0.0,9.61,0.28,7.85,2.67,2.34,0.0
20180105:1511,0.0,0.0,2.62,0.08,3.29,2.86,2.76,0.0
20180105:1611,0.0,0.0,0.0,0.0,0.0,2.94,3.1,0.0
20180105:1711,0.0,0.0,0.0,0.0,0.0,3.1,3.66,0.0
20180105:1811,0.0,0.0,0.0,0.0,0.0,3.34,4.41,0.0
20180105:1911,0.0,0.0,0.0,0.0,0.0,3.36,4.97,0.0
20180105:2011,0.0,0.0,0.0,0.0,0.0,3.43,5.24,0.0
20180105:2111,0.0,0.0,0.0,0.0,0.0,3.46,5.52,0.0
20180105:2211,0.0,0.0,0.0,0.0,0.0,3.3,5.66,0.0
20180105:2311,0.0,0.0,0.0,0.0,0.0,3.08,5.79,0.0
20180106:0011,0.0,0.0,0.0,0.0,0.0,2.87,5.66,0.0
20180106:0111,0.0,0.0,0.0,0.0,0.0,2.58,5.31,0.0
20180106:0211,0.0,0.0,0.0,0.0,0.0,2.53,5.72,0.0
20180106:0311,0.0,0.0,0.0,0.0,0.0,2.52,6.41,0.0
20180106:0411,0.0,0.0,0.0,0.0,0.0,2.55,6.41,0.0
20180106:0511,0.0,0.0,0.0,0.0,0.0,2.71,6.34,0.0
20180106:0611,0.0,0.0,0.0,0.0,0.0,2.88,6.28,0.0
20180106:0711,0.0,0.0,0.0,0.0,0.0,2.68,6.62,0.0
20180106:0811,0.0,0.0,0.0,0.0,0.0,2.29,6.07,0.0
20180106:0911,0.0,0.0,0.0,0.0,0.0,2.04,6.0,0.0
20180106:1011,13.16,0.0,26.22,0.75,7.11,1.97,5.59,0.0
20180106:1111,198.79,127.65,101.19,2.71,10.32,2.32,5.66,0.0
20180106:1211,226.51,143.29,115.03,3.14,11.58,2.55,5.45,0.0
20180106:1311,88.03,37.28,74.39,2.11,10.78,2.83,5.59,0.0
20180106:1411,19.21,0.0,34.08,0.98,7.99,2.86,5.03,0.0
20180106:1511,2.46,0.0,10.49,0.3,3.43,2.6,4.69,0.0
20180106:1611,0.0,0.0,0.0,0.0,0.0,2.14,4.21,0.0
20180106:1711,0.0,0.0,0.0,0.0,0.0,1.51,3.93,0.0
20180106:1811,0.0,0.0,0.0,0.0,0.0,1.07,3.86,0.0
20180106:1911,0.0,0.0,0.0,0.0,0.0,0.87,3.66,0.0
20180106:2011,0.0,0.0,0.0,0.0,0.0,0.49,3.24,0.0
20180106:2111,0.0,0.0,0.0,0.0,0.0,0.27,2.9,0.0
20180106:2211,0.0,0.0,0.0,0.0,0.0,-0.05,2.48,0.0
20180106:2311,0.0,0.0,0.0,0.0,0.0,-0.42,2.14,0.0
20180107:0011,0.0,0.0,0.0,0.0,0.0,-1.38,1.93,0.0
20180107:0111,0.0,0.0,0.0,0.0,0.0,-1.94,1.66,0.0
20180107:0211,0.0,0.0,0.0,0.0,0.0,-1.96,1.38,0.0
20180107:0311,0.0,0.0,0.0,0.0,0.0,-1.33,1.1,0.0
20180107:0411,0.0,0.0,0.0,0.0,0.0,-1.51,1.17,0.0
20180107:0511,0.0,0.0,0.0,0.0,0.0,-2.65,1.45,0.0
20180107:0611,0.0,0.0,0.0,0.0,0.0,-2.12,1.24,0.0
20180107:0711,0.0,0.0,0.0,0.0,0.0,-2.19,1.03,0.0
20180107:0811,0.0,0.0,0.0,0.0,0.0,-2.32,1.03,0.0
20180107:0911,0.0,0.0,0.0,0.0,0.0,-3.06,1.17,0.0
20180107:1011,319.52,266.31,91.61,2.31,7.2,-2.73,1.1,0.0
20180107:1111,363.33,282.52,125.79,3.44,10.43,-1.19,0.9,0.0
20180107:1211,508.23,445.86,133.28,4.39,11.7,0.05,0.9,0.0
20180107:1311,270.86,188.61,119.81,3.21,10.92,0.74,0.97,0.0
20180107:1411,263.9,205.75,96.73,2.43,8.13,0.92,0.69,0.0
20180107:1511,29.95,26.7,20.5,0.58,3.58,0.48,0.41,0.0
20180107:1611,0.0,0.0,0.0,0.0,0.0,0.21,0.41,0.0
20180107:1711,0.0,0.0,0.0,0.0,0.0,-0.28,0.69,0.0
20180107:1811,0.0,0.0,0.0,0.0,0.0,-0.45,0.76,0.0
20180107:1911,0.0,0.0,0.0,0.0,0.0,-0.51,0.83,0.0
20180107:2011,0.0,0.0,0.0,0.0,0.0,-2.11,1.38,0.0
20180107:2111,0.0,0.0,0.0,0.0,0.0,-2.53,1.59,0.0
20180107:2211,0.0,0.0,0.0,0.0,0.0,-2.52,1.72,0.0
20180107:2311,0.0,0.0,0.0,0.0,0.0,-2.33,1.66,0.0
20180108:0011,0.0,0.0,0.0,0.0,0.0,-2.41,1.66,0.0
20180108:0111,0.0,0.0,0.0,0.0,0.0,-3.21,1.86,0.0
20180108:0211,0.0,0.0,0.0,0.0,0.0,-3.84,2.28,0.0
20180108:0311,0.0,0.0,0.0,0.0,0.0,-3.65,2.55,0.0
20180108:0411,0.0,0.0,0.0,0.0,0.0,-3.56,2.41,0.0
20180108:0511,0.0,0.0,0.0,0.0,0.0,-3.78,2.28,0.0
20180108:0611,0.0,0.0,0.0,0.0,0.0,-3.81,2.0,0.0
20180108:0711,0.0,0.0,0.0,0.0,0.0,-3.73,2.69,0.0
20180108:0811,0.0,0.0,0.0,0.0,0.0,-3.24,2.76,0.0
20180108:0911,0.72,0.0,6.99,0.2,2.36,-2.82,2.76,0.0
20180108:1011,294.76,236.67,92.88,2.28,7.3,-1.41,3.03,0.0
20180108:1111,518.2,459.43,117.34,4.01,10.54,0.15,3.66,0.0
20180108:1211,559.5,496.53,129.58,4.62,11.83,1.42,4.0,0.0
20180108:1311,568.15,527.43,111.27,4.39,11.06,2.09,3.93,0.0
20180108:1411,448.31,410.04,93.24,3.04,8.29,2.21,3.86,0.0
20180108:1511,181.52,179.78,33.96,0.98,3.74,1.84,4.07,0.0
20180108:1611,0.0,0.0,0.0,0.0,0.0,1.16,4.28,0.0
20180108:1711,0.0,0.0,0.0,0.0,0.0,0.9,4.34,0.0
20180108:1811,0.0,0.0,0.0,0.0,0.0,0.9,4.21,0.0
20180108:1911,0.0,0.0,0.0,0.0,0.0,1.48,4.41,0.0
20180108:2011,0.0,0.0,0.0,0.0,0.0,1.47,4.21,0.0
20180108:2111,0.0,0.0,0.0,0.0,0.0,1.51,4.0,0.0
20180108:2211,0.0,0.0,0.0,0.0,0.0,1.51,3.86,0.0
20180108:2311,0.0,0.0,0.0,0.0,0.0,1.51,3.93,0.0
20180109:0011,0.0,0.0,0.0,0.0,0.0,1.62,4.28,0.0
20180109:0111,0.0,0.0,0.0,0.0,0.0,1.83,4.48,0.0
20180109:0211,0.0,0.0,0.0,0.0,0.0,1.91,4.76,0.0
20180109:0311,0.0,0.0,0.0,0.0,0.0,1.96,4.69,0.0
20180109:0411,0.0,0.0,0.0,0.0,0.0,1.99,4.48,0.0
20180109:0511,0.0,0.0,0.0,0.0,0.0,1.74,4.0,0.0
20180109:0611,0.0,0.0,0.0,0.0,0.0,1.56,3.59,0.0
20180109:0711,0.0,0.0,0.0,0.0,0.0,1.62,3.45,0.0
20180109:0811,0.0,0.0,0.0,0.0,0.0,1.54,3.86,0.0
20180109:0911,0.0,0.0,1.75,0.05,2.44,1.78,4.34,0.0
20180109:1011,3.48,0.0,12.23,0.35,7.4,2.21,4.34,0.0
20180109:1111,10.51,0.0,22.72,0.65,10.66,2.61,4.34,0.0
20180109:1211,8.0,0.0,19.22,0.55,11.97,3.03,5.03,0.0
20180109:1311,7.39,0.0,18.35,0.53,11.21,3.35,5.24,0.0
20180109:1411,3.45,0.0,12.23,0.35,8.44,3.33,4.9,0.0
20180109:1511,0.0,0.0,3.5,0.1,3.9,3.35,4.83,0.0
20180109:1611,0.0,0.0,0.0,0.0,0.0,3.11,4.76,0.0
20180109:1711,0.0,0.0,0.0,0.0,0.0,2.85,4.76,0.0
20180109:1811,0.0,0.0,0.0,0.0,0.0,2.64,4.48,0.0
20180109:1911,0.0,0.0,0.0,0.0,0.0,2.58,4.28,0.0
20180109:2011,0.0,0.0,0.0,0.0,0.0,2.37,3.59,0.0
20180109:2111,0.0,0.0,0.0,0.0,0.0,2.13,3.38,0.0
20180109:2211,0.0,0.0,0.0,0.0,0.0,1.94,3.24,0.0
20180109:2311,0.0,0.0,0.0,0.0,0.0,1.99,3.1,0.0
20180110:0011,0.0,0.0,0.0,0.0,0.0,2.06,3.17,0.0
20180110:0111,0.0,0.0,0.0,0.0,0.0,2.5,3.24,0.0
20180110:0211,0.0,0.0,0.0,0.0,0.0,2.81,3.24,0.0
20180110:0311,0.0,0.0,0.0,0.0,0.0,3.16,3.03,0.0
20180110:0411,0.0,0.0,0.0,0.0,0.0,3.43,2.69,0.0
20180110:0511,0.0,0.0,0.0,0.0,0.0,3.68,2.41,0.0
20180110:0611,0.0,0.0,0.0,0.0,0.0,3.9,2.14,0.0
20180110:0711,0.0,0.0,0.0,0.0,0.0,4.0,1.72,0.0
20180110:0811,0.0,0.0,0.0,0.0,0.0,3.99,1.38,0.0
20180110:0911,0.0,0.0,1.75,0.05,2.54,3.82,0.9,0.0
20180110:1011,11.01,0.0,23.59,0.68,7.51,4.63,0.41,0.0
20180110:1111,35.2,4.09,49.66,1.43,10.79,4.56,0.55,0.0
20180110:1211,21.09,0.0,36.7,1.05,12.11,4.53,1.03,0.0
20180110:1311,9.74,0.0,21.85,0.63,11.36,5.0,1.45,0.0
20180110:1411,13.58,0.0,27.09,0.78,8.61,4.98,1.38,0.0
20180110:1511,0.0,0.0,3.5,0.1,4.07,4.8,1.31,0.0
20180110:1611,0.0,0.0,0.0,0.0,0.0,4.4,1.45,0.0
20180110:1711,0.0,0.0,0.0,0.0,0.0,3.97,1.59,0.0
20180110:1811,0.0,0.0,0.0,0.0,0.0,3.65,1.72,0.0
20180110:1911,0.0,0.0,0.0,0.0,0.0,3.47,1.52,0.0
20180110:2011,0.0,0.0,0.0,0.0,0.0,3.26,1.86,0.0
20180110:2111,0.0,0.0,0.0,0.0,0.0,2.89,2.0,0.0
20180110:2211,0.0,0.0,0.0,0.0,0.0,2.67,2.0,0.0
20180110:2311,0.0,0.0,0.0,0.0,0.0,2.53,2.07,0.0
20180111:0011,0.0,0.0,0.0,0.0,0.0,2.51,1.86,0.0
20180111:0111,0.0,0.0,0.0,0.0,0.0,2.4,1.72,0.0
20180111:0211,0.0,0.0,0.0,0.0,0.0,2.1,1.86,0.0
20180111:0311,0.0,0.0,0.0,0.0,0.0,2.0,1.79,0.0
20180111:0411,0.0,0.0,0.0,0.0,0.0,1.98,1.93,0.0
20180111:0511,0.0,0.0,0.0,0.0,0.0,2.15,1.93,0.0
20180111:0611,0.0,0.0,0.0,0.0,0.0,2.24,1.86,0.0
20180111:0711,0.0,0.0,0.0,0.0,0.0,2.32,1.38,0.0
20180111:0811,0.0,0.0,0.0,0.0,0.0,2.43,1.52,0.0
20180111:0911,10.23,11.3,11.26,0.33,2.64,2.5,1.72,0.0
20180111:1011,77.26,45.39,55.25,1.51,7.63,2.77,1.72,0.0
20180111:1111,22.65,0.0,38.45,1.1,10.93,3.19,1.38,0.0
20180111:1211,21.86,0.0,37.58,1.08,12.26,3.9,1.31,0.0
20180111:1311,25.39,0.0,41.95,1.2,11.53,4.13,1.38,0.0
20180111:1411,25.48,4.6,37.47,1.08,8.78,4.27,1.24,0.0
20180111:1511,42.92,38.16,25.01,0.7,4.25,4.26,0.97,0.0
20180111:1611,0.0,0.0,0.0,0.0,0.0,4.07,0.9,0.0
20180111:1711,0.0,0.0,0.0,0.0,0.0,3.73,0.83,0.0
20180111:1811,0.0,0.0,0.0,0.0,0.0,3.84,0.55,0.0
20180111:1911,0.0,0.0,0.0,0.0,0.0,4.25,0.55,0.0
20180111:2011,0.0,0.0,0.0,0.0,0.0,3.87,0.83,0.0
20180111:2111,0.0,0.0,0.0,0.0,0.0,4.29,0.21,0.0
20180111:2211,0.0,0.0,0.0,0.0,0.0,3.2,1.1,0.0
20180111:2311,0.0,0.0,0.0,0.0,0.0,3.05,1.38,0.0
20180112:0011,0.0,0.0,0.0,0.0,0.0,3.29,1.1,0.0
20180112:0111,0.0,0.0,0.0,0.0,0.0,3.74,0.76,0.0
20180112:0211,0.0,0.0,0.0,0.0,0.0,3.41,0.9,0.0
20180112:0311,0.0,0.0,0.0,0.0,0.0,3.2,1.45,0.0
20180112:0411,0.0,0.0,0.0,0.0,0.0,3.92,2.0,0.0
20180112:0511,0.0,0.0,0.0,0.0,0.0,4.13,2.41,0.0
20180112:0611,0.0,0.0,0.0,0.0,0.0,4.23,2.62,0.0
20180112:0711,0.0,0.0,0.0,0.0,0.0,4.04,2.48,0.0
20180112:0811,0.0,0.0,0.0,0.0,0.0,4.04,3.03,0.0
20180112:0911,0.0,0.0,1.75,0.05,2.75,3.85,3.59,0.0
20180112:1011,46.15,19.87,46.27,1.3,7.76,3.87,4.07,0.0
20180112:1111,260.16,180.11,116.81,3.19,11.07,4.15,4.62,0.0
20180112:1211,270.19,180.24,127.76,3.56,12.42,4.53,4.62,0.0
20180112:1311,244.66,162.78,118.11,3.26,11.7,4.89,4.76,0.0
20180112:1411,145.82,94.93,80.64,2.16,8.96,5.0,3.79,0.0
20180112:1511,44.38,36.75,28.04,0.78,4.43,4.72,3.72,0.0
20180112:1611,0.0,0.0,0.0,0.0,0.0,4.26,3.66,0.0
20180112:1711,0.0,0.0,0.0,0.0,0.0,3.67,4.0,0.0
20180112:1811,0.0,0.0,0.0,0.0,0.0,3.41,4.21,0.0
20180112:1911,0.0,0.0,0.0,0.0,0.0,3.86,4.41,0.0
20180112:2011,0.0,0.0,0.0,0.0,0.0,3.7,4.48,0.0
20180112:2111,0.0,0.0,0.0,0.0,0.0,3.4,4.69,0.0
20180112:2211,0.0,0.0,0.0,0.0,0.0,3.41,4.83,0.0
20180112:2311,0.0,0.0,0.0,0.0,0.0,3.68,4.83,0.0
20180113:0011,0.0,0.0,0.0,0.0,0.0,3.93,4.69,0.0
20180113:0111,0.0,0.0,0.0,0.0,0.0,3.96,4.48,0.0
20180113:0211,0.0,0.0,0.0,0.0,0.0,3.83,4.41,0.0
20180113:0311,0.0,0.0,0.0,0.0,0.0,3.96,4.21,0.0
20180113:0411,0.0,0.0,0.0,0.0,0.0,4.11,4.34,0.0
20180113:0511,0.0,0.0,0.0,0.0,0.0,4.17,4.62,0.0
20180113:0611,0.0,0.0,0.0,0.0,0.0,4.22,4.83,0.0
20180113:0711,0.0,0.0,0.0,0.0,0.0,4.42,4.83,0.0
20180113:0811,0.0,0.0,0.0,0.0,0.0,4.13,4.76,0.0
20180113:0911,0.0,0.0,1.75,0.05,2.86,3.65,4.76,0.0
20180113:1011,9.83,0.0,21.85,0.63,7.89,3.56,4.83,0.0
20180113:1111,5.06,0.0,14.86,0.43,11.22,3.7,4.76,0.0
20180113:1211,20.5,0.0,35.83,1.03,12.58,3.88,5.31,0.0
20180113:1311,125.36,61.26,91.12,2.58,11.87,4.05,4.83,0.0
20180113:1411,10.41,0.0,22.72,0.65,9.14,4.36,4.69,0.0
20180113:1511,88.75,77.92,36.57,0.98,4.62,4.44,4.34,0.0
